From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
A0A1G1JXA2	A0A1G1JXA2	unreviewed	A0A1G1JXA2_9BACT	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD A2987_06210	Omnitrophica bacterium RIFCSPLOWO2_01_FULL_45_10	282	fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	acetyl-CoA carboxylase complex [GO:0009317]	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; zinc ion binding [GO:0008270]	GO:0003989; GO:0005524; GO:0006633; GO:0008270; GO:0009317; GO:0016743; GO:2001295
A0A1W0WDF1	A0A1W0WDF1	unreviewed	A0A1W0WDF1_HYPDU	Receptor-type tyrosine-protein phosphatase kappa	BV898_12562	Hypsibius dujardini (Water bear) (Macrobiotus dujardini)	700	protein dephosphorylation [GO:0006470]		protein tyrosine phosphatase activity [GO:0004725]	GO:0004725; GO:0006470
V2PZL9	V2PZL9	unreviewed	V2PZL9_9BACT	Flagellar M-ring protein	N508_01143	Mucispirillum schaedleri ASF457	562	bacterial-type flagellum-dependent cell motility [GO:0071973]	bacterial-type flagellum basal body, MS ring [GO:0009431]; plasma membrane [GO:0005886]	cytoskeletal motor activity [GO:0003774]	GO:0003774; GO:0005886; GO:0009431; GO:0071973
X6L632	X6L632	unreviewed	X6L632_9RHOB	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD P279_01585	Rhodobacteraceae bacterium PD-2	313	fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	acetyl-CoA carboxylase complex [GO:0009317]	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; zinc ion binding [GO:0008270]	GO:0003989; GO:0005524; GO:0006633; GO:0008270; GO:0009317; GO:0016743; GO:2001295
B0WHF3	B0WHF3	unreviewed	B0WHF3_CULQU	C2H2-type domain-containing protein	6038318 CpipJ_CPIJ006388	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)	133				
A0A1H0V6C4	A0A1H0V6C4	unreviewed	A0A1H0V6C4_9ACTN	Lipoprotein-anchoring transpeptidase ErfK/SrfK	SAMN04487981_13623	Streptomyces sp. cf386	396	peptidoglycan biosynthetic process [GO:0009252]		acyltransferase activity [GO:0016746]	GO:0009252; GO:0016746
D9SVJ7	D9SVJ7	unreviewed	D9SVJ7_CLOC7	Two component regulator three Y domain-containing protein	Clocel_1368	Clostridium cellulovorans (strain ATCC 35296 / DSM 3052 / OCM 3 / 743B)	667				
U3J6A3	U3J6A3	unreviewed	U3J6A3_ANAPP	C2H2-type domain-containing protein		Anas platyrhynchos platyrhynchos (Northern mallard)	398				
B9HEF1	B9HEF1	unreviewed	B9HEF1_POPTR	Zinc-finger domain-containing protein	POPTR_007G036200	Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)	595	regulation of DNA-templated transcription [GO:0006355]	cytoplasm [GO:0005737]; nucleus [GO:0005634]		GO:0005634; GO:0005737; GO:0006355
A0A251RM73	A0A251RM73	unreviewed	A0A251RM73_HELAN	Putative zinc finger, BED-type	HannXRQ_Chr17g0541281	Helianthus annuus (Common sunflower)	765	post-embryonic development [GO:0009791]	nucleus [GO:0005634]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; protein dimerization activity [GO:0046983]	GO:0003677; GO:0005634; GO:0009791; GO:0046872; GO:0046983
A0A1I8D110	A0A1I8D110	unreviewed	A0A1I8D110_9BILA	BED-type domain-containing protein		Rhabditophanes sp. KR3021	715			DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0046872
A0A1A9ZJL4	A0A1A9ZJL4	unreviewed	A0A1A9ZJL4_GLOPL	Protein krueppel		Glossina pallidipes (Tsetse fly)	498		nucleus [GO:0005634]	zinc ion binding [GO:0008270]	GO:0005634; GO:0008270
A0A0N0P9X6	A0A0N0P9X6	unreviewed	A0A0N0P9X6_PAPXU	Zinc finger protein 425	RR46_01088	Papilio xuthus (Asian swallowtail butterfly)	558		nucleus [GO:0005634]	zinc ion binding [GO:0008270]	GO:0005634; GO:0008270
A0A067QJL1	A0A067QJL1	unreviewed	A0A067QJL1_ZOONE	Zinc finger and SCAN domain-containing protein 2	L798_01279	Zootermopsis nevadensis (Dampwood termite)	198				
A0A151M254	A0A151M254	unreviewed	A0A151M254_ALLMI	Zinc finger protein 708-like	Y1Q_0017080	Alligator mississippiensis (American alligator)	230		nucleus [GO:0005634]	DNA binding [GO:0003677]	GO:0003677; GO:0005634
A0A179GY97	A0A179GY97	unreviewed	A0A179GY97_PURLI	DNA excision repair protein ERCC-8	VFPFJ_08667	Purpureocillium lilacinum (Paecilomyces lilacinus)	480	transcription-coupled nucleotide-excision repair [GO:0006283]			GO:0006283
A0A0L8FT14	A0A0L8FT14	unreviewed	A0A0L8FT14_OCTBM	C2H2-type domain-containing protein	OCBIM_22008776mg	Octopus bimaculoides (California two-spotted octopus)	377				
Q16H58	Q16H58	unreviewed	Q16H58_AEDAE	AAEL014147-PA	AAEL014147	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	286				
A0A2D0PV71	A0A2D0PV71	unreviewed	A0A2D0PV71_ICTPU	Zinc finger protein 260	si:dkeyp-113d7.1	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	463				
B4H537	B4H537	unreviewed	B4H537_DROPE	GL10210	Dper\GL10210 Dper_GL10210	Drosophila persimilis (Fruit fly)	579		nucleus [GO:0005634]	zinc ion binding [GO:0008270]	GO:0005634; GO:0008270
A0A2K5IFK6	A0A2K5IFK6	unreviewed	A0A2K5IFK6_COLAP	Zinc finger protein 320		Colobus angolensis palliatus (Peters' Angolan colobus)	509	regulation of DNA-templated transcription [GO:0006355]		metal ion binding [GO:0046872]	GO:0006355; GO:0046872
A0A087UVU5	A0A087UVU5	unreviewed	A0A087UVU5_STEMI	Zinc finger protein 271	X975_21610	Stegodyphus mimosarum (African social velvet spider)	397				
A0A068Y367	A0A068Y367	unreviewed	A0A068Y367_ECHMU	Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin)	KATNB1 EmuJ_000480700	Echinococcus multilocularis (Fox tapeworm)	738	cell cycle [GO:0007049]; cell division [GO:0051301]; microtubule severing [GO:0051013]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; katanin complex [GO:0008352]; microtubule [GO:0005874]; spindle pole [GO:0000922]	microtubule binding [GO:0008017]	GO:0000922; GO:0005737; GO:0005813; GO:0005874; GO:0007049; GO:0008017; GO:0008352; GO:0051013; GO:0051301
A0A0L8FKW6	A0A0L8FKW6	unreviewed	A0A0L8FKW6_OCTBM	C2H2-type domain-containing protein	OCBIM_22015892mg	Octopus bimaculoides (California two-spotted octopus)	370				
A0A0A0AWR9	A0A0A0AWR9	unreviewed	A0A0A0AWR9_CHAVO	Periodic tryptophan protein 2	N301_07387	Charadrius vociferus (Killdeer) (Aegialitis vocifera)	838		nucleolus [GO:0005730]		GO:0005730
C4JVS9	C4JVS9	unreviewed	C4JVS9_UNCRE	C2H2-type domain-containing protein	UREG_06671	Uncinocarpus reesii (strain UAMH 1704)	382				
G1M4G7	G1M4G7	unreviewed	G1M4G7_AILME	Zinc finger protein 473	ZNF473	Ailuropoda melanoleuca (Giant panda)	908	regulation of DNA-templated transcription [GO:0006355]		metal ion binding [GO:0046872]	GO:0006355; GO:0046872
F7EFE5	F7EFE5	unreviewed	F7EFE5_MONDO	Zinc finger protein 260-like	LOC100009893	Monodelphis domestica (Gray short-tailed opossum)	949	regulation of DNA-templated transcription [GO:0006355]		metal ion binding [GO:0046872]	GO:0006355; GO:0046872
D2A2X0	D2A2X0	unreviewed	D2A2X0_TRICA	Zinc finger protein 227-like Protein	AUGUSTUS-3.0.2_07612 TcasGA2_TC007612	Tribolium castaneum (Red flour beetle)	427	regulation of transcription by RNA polymerase II [GO:0006357]	nucleus [GO:0005634]	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]	GO:0000978; GO:0001228; GO:0005634; GO:0006357; GO:0008270
R8BLE2	R8BLE2	unreviewed	R8BLE2_PHAM7	Putative wd repeat domain-containing protein	UCRPA7_4351	Phaeoacremonium minimum (strain UCR-PA7) (Esca disease fungus) (Togninia minima)	953				
A0A0L8FHY2	A0A0L8FHY2	unreviewed	A0A0L8FHY2_OCTBM	C2H2-type domain-containing protein	OCBIM_22019682mg	Octopus bimaculoides (California two-spotted octopus)	330				
E9PUS4	E9PUS4	unreviewed	E9PUS4_MOUSE	Zinc finger protein 944	Zfp944	Mus musculus (Mouse)	492	regulation of DNA-templated transcription [GO:0006355]		metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	GO:0000978; GO:0006355; GO:0046872
A0A0T6B8W3	A0A0T6B8W3	unreviewed	A0A0T6B8W3_9SCAR	Zinc-finger associated domain containing protein	AMK59_4121	Oryctes borbonicus	400		nucleus [GO:0005634]	zinc ion binding [GO:0008270]	GO:0005634; GO:0008270
A0A1U7J5L8	A0A1U7J5L8	unreviewed	A0A1U7J5L8_9CYAN	Uncharacterized protein	NIES30_10930	Phormidium tenue NIES-30	1225			ADP binding [GO:0043531]	GO:0043531
A0A1L8FUE6	A0A1L8FUE6	unreviewed	A0A1L8FUE6_XENLA	Zinc finger protein 484 L homeolog isoform X1	znf484.L znf484	Xenopus laevis (African clawed frog)	434				
H0XSW9	H0XSW9	unreviewed	H0XSW9_OTOGA	Zinc finger protein 709		Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	1153	regulation of DNA-templated transcription [GO:0006355]	nucleus [GO:0005634]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0005634; GO:0006355; GO:0046872
A0A1I8PRQ1	A0A1I8PRQ1	unreviewed	A0A1I8PRQ1_STOCA	Protein krueppel	106083811	Stomoxys calcitrans (Stable fly) (Conops calcitrans)	694				
A0A0L8H2M3	A0A0L8H2M3	unreviewed	A0A0L8H2M3_OCTBM	C2H2-type domain-containing protein	OCBIM_22024555mg	Octopus bimaculoides (California two-spotted octopus)	467				
K7FLJ6	K7FLJ6	unreviewed	K7FLJ6_PELSI	Zinc finger protein 850		Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis)	1146	regulation of DNA-templated transcription [GO:0006355]		metal ion binding [GO:0046872]	GO:0006355; GO:0046872
H9GVC3	H9GVC3	unreviewed	H9GVC3_ANOCA	Uncharacterized protein		Anolis carolinensis (Green anole) (American chameleon)	662		nucleus [GO:0005634]	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	GO:0000978; GO:0001228; GO:0005634; GO:0046872
A0A067RLX8	A0A067RLX8	unreviewed	A0A067RLX8_ZOONE	C2H2-type domain-containing protein	L798_10495	Zootermopsis nevadensis (Dampwood termite)	505				
A0A287CRS3	A0A287CRS3	unreviewed	A0A287CRS3_ICTTR	Uncharacterized protein		Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	479	regulation of DNA-templated transcription [GO:0006355]		metal ion binding [GO:0046872]	GO:0006355; GO:0046872
G3VMZ9	G3VMZ9	unreviewed	G3VMZ9_SARHA	C2H2-type domain-containing protein	LOC111719285	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	771				
H0XWG7	H0XWG7	unreviewed	H0XWG7_OTOGA	Zinc finger protein 229	ZNF229	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	615	regulation of DNA-templated transcription [GO:0006355]		metal ion binding [GO:0046872]	GO:0006355; GO:0046872
A0A2I4D5L5	A0A2I4D5L5	unreviewed	A0A2I4D5L5_AUSLI	Zinc finger protein 708-like	LOC106535130	Austrofundulus limnaeus (Annual killifish)	787				
A0A1U8CZR3	A0A1U8CZR3	unreviewed	A0A1U8CZR3_MESAU	Zinc finger protein 66	LOC101829579	Mesocricetus auratus (Golden hamster)	322	regulation of DNA-templated transcription [GO:0006355]		metal ion binding [GO:0046872]	GO:0006355; GO:0046872
V6TXY1	V6TXY1	unreviewed	V6TXY1_GIAIN	Uncharacterized protein	GSB_8657	Giardia intestinalis (Giardia lamblia)	198				
A0A165Z155	A0A165Z155	unreviewed	A0A165Z155_9AGAM	C2H2-type domain-containing protein	FIBSPDRAFT_838843	Fibularhizoctonia sp. CBS 109695	294				
A0A096LTX9	A0A096LTX9	unreviewed	A0A096LTX9_POEFO	C2H2-type domain-containing protein		Poecilia formosa (Amazon molly) (Limia formosa)	483				
A0A165JRE3	A0A165JRE3	unreviewed	A0A165JRE3_XYLHT	HIT-like protein	L228DRAFT_279721	Xylona heveae (strain CBS 132557 / TC161)	304	nucleobase-containing compound metabolic process [GO:0006139]	nucleus [GO:0005634]	catalytic activity [GO:0003824]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0003824; GO:0005634; GO:0006139; GO:0046872
K7F1K7	K7F1K7	unreviewed	K7F1K7_PELSI	C2H2-type domain-containing protein		Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis)	647				
A0A183G408	A0A183G408	unreviewed	A0A183G408_HELPZ	RING-type domain-containing protein	HPBE_LOCUS16203	Heligmosomoides polygyrus (Parasitic roundworm)	124			metal ion binding [GO:0046872]	GO:0046872
F7FPW9	F7FPW9	unreviewed	F7FPW9_MONDO	Zinc finger protein 260-like	LOC103102894	Monodelphis domestica (Gray short-tailed opossum)	696	regulation of DNA-templated transcription [GO:0006355]		metal ion binding [GO:0046872]	GO:0006355; GO:0046872
C3ZV08	C3ZV08	unreviewed	C3ZV08_BRAFL	C2H2-type domain-containing protein	BRAFLDRAFT_115656	Branchiostoma floridae (Florida lancelet) (Amphioxus)	614	regulation of transcription by RNA polymerase II [GO:0006357]		DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	GO:0000978; GO:0000981; GO:0006357
V4ALZ7	V4ALZ7	unreviewed	V4ALZ7_LOTGI	C2H2-type domain-containing protein	LOTGIDRAFT_145034	Lottia gigantea (Giant owl limpet)	379				
W5KEX4	W5KEX4	unreviewed	W5KEX4_ASTMX	E3 ubiquitin-protein ligase RNF180-like	RNF180	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	383	protein polyubiquitination [GO:0000209]	membrane [GO:0016020]	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]	GO:0000209; GO:0016020; GO:0046872; GO:0061630
A0A151XJ46	A0A151XJ46	unreviewed	A0A151XJ46_9HYME	Nuclear receptor subfamily 2 group F member 1-A	ALC60_00769	Trachymyrmex zeteki	242		nucleus [GO:0005634]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]	GO:0003700; GO:0005634; GO:0008270; GO:0043565
A0A1I8FGV1	A0A1I8FGV1	unreviewed	A0A1I8FGV1_9PLAT	Nuclear receptor domain-containing protein		Macrostomum lignano	256		nucleus [GO:0005634]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]	GO:0003700; GO:0005634; GO:0008270; GO:0043565
T1INQ7	T1INQ7	unreviewed	T1INQ7_STRMM	RING-type domain-containing protein		Strigamia maritima (European centipede) (Geophilus maritimus)	425	positive regulation of ERAD pathway [GO:1904294]	membrane [GO:0016020]	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]	GO:0016020; GO:0046872; GO:0061630; GO:1904294
E0VND5	E0VND5	unreviewed	E0VND5_PEDHC	Gonadotropin inducible transcription factor, putative	8239235 Phum_PHUM625800	Pediculus humanus subsp. corporis (Body louse)	833				
S6J893	S6J893	unreviewed	S6J893_9PSED	Restriction endonuclease	CFII64_01996	Pseudomonas sp. CFII64	304	DNA restriction-modification system [GO:0009307]; DNA topological change [GO:0006265]	chromosome [GO:0005694]; membrane [GO:0016020]	DNA binding [GO:0003677]; DNA topoisomerase activity [GO:0003916]; endonuclease activity [GO:0004519]	GO:0003677; GO:0003916; GO:0004519; GO:0005694; GO:0006265; GO:0009307; GO:0016020
A0A1I8MZK2	A0A1I8MZK2	unreviewed	A0A1I8MZK2_MUSDO	Uncharacterized protein		Musca domestica (House fly)	1174		nucleus [GO:0005634]	zinc ion binding [GO:0008270]	GO:0005634; GO:0008270
A0A1Q3ANK8	A0A1Q3ANK8	unreviewed	A0A1Q3ANK8_CEPFO	WD40 domain-containing protein	CFOL_v3_00743	Cephalotus follicularis (Albany pitcher plant)	152			DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0046872
A0A0Q7TEY8	A0A0Q7TEY8	unreviewed	A0A0Q7TEY8_9MICO	YkuD domain-containing protein	ASD19_07300	Microbacterium sp. Root53	496	peptidoglycan biosynthetic process [GO:0009252]	membrane [GO:0016020]	transferase activity [GO:0016740]	GO:0009252; GO:0016020; GO:0016740
A0A1I7SBV3	A0A1I7SBV3	unreviewed	A0A1I7SBV3_BURXY	Cleavage and polyadenylation specificity factor subunit 4		Bursaphelenchus xylophilus (Pinewood nematode worm) (Aphelenchoides xylophilus)	286	pre-mRNA cleavage required for polyadenylation [GO:0098789]	cytoplasm [GO:0005737]	enzyme binding [GO:0019899]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]	GO:0003723; GO:0005737; GO:0008270; GO:0019899; GO:0098789
A0A1F3DRB0	A0A1F3DRB0	unreviewed	A0A1F3DRB0_9BACT	Iron-binding zinc finger CDGSH type domain-containing protein	A2046_06555	Bacteroidetes bacterium GWA2_30_7	78		cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]	GO:0005737; GO:0043231; GO:0046872; GO:0051537
A0A0N5B326	A0A0N5B326	unreviewed	A0A0N5B326_STREA	CCHC-type domain-containing protein		Strongyloides papillosus (Intestinal threadworm)	239		cytoplasm [GO:0005737]	enzyme binding [GO:0019899]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	GO:0003676; GO:0005737; GO:0008270; GO:0019899
Q383X8	Q383X8	unreviewed	Q383X8_TRYB2	Nucleic acid binding protein, putative	Tb11.01.1270	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	516		nuclear periphery [GO:0034399]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	GO:0003676; GO:0005634; GO:0005654; GO:0008270; GO:0034399
A0A087GGB0	A0A087GGB0	unreviewed	A0A087GGB0_ARAAL	DUF4283 domain-containing protein	AALP_AA7G064100	Arabis alpina (Alpine rock-cress)	385				
A0A0K9NYA0	A0A0K9NYA0	unreviewed	A0A0K9NYA0_ZOSMR	Putative Cellular nucleic acid binding protein	ZOSMA_50G00720	Zostera marina (Eelgrass)	506			nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	GO:0003676; GO:0008270
C5DYV1	C5DYV1	unreviewed	C5DYV1_ZYGRC	Diphthamide biosynthesis protein 4	ZYRO0F15972g	Zygosaccharomyces rouxii (strain ATCC 2623 / CBS 732 / NBRC 1130 / NCYC 568 / NRRL Y-229) (Candida mogii)	162	peptidyl-diphthamide biosynthetic process from peptidyl-histidine [GO:0017183]			GO:0017183
A0A0S2JDX9	A0A0S2JDX9	unreviewed	A0A0S2JDX9_9GAMM	Glutamate synthase	CMT41_05380	Colwellia sp. MT41	551	glutamate biosynthetic process [GO:0006537]	cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]	2 iron, 2 sulfur cluster binding [GO:0051537]; glutamate synthase activity [GO:0015930]; metal ion binding [GO:0046872]	GO:0005737; GO:0006537; GO:0015930; GO:0043231; GO:0046872; GO:0051537
A0A1B7LUS1	A0A1B7LUS1	unreviewed	A0A1B7LUS1_9MICC	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg A6F49_02140	Enteractinococcus helveticum	299	base-excision repair [GO:0006284]		class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; zinc ion binding [GO:0008270]	GO:0003684; GO:0006284; GO:0008270; GO:0008534; GO:0140078
A0A0W0VBX7	A0A0W0VBX7	unreviewed	A0A0W0VBX7_9GAMM	DNA primase (EC 2.7.7.101)	dnaG Ljor_1695	Legionella jordanis	572		DNA-directed RNA polymerase complex [GO:0000428]; primosome complex [GO:1990077]	DNA binding [GO:0003677]; DNA primase activity [GO:0003896]; zinc ion binding [GO:0008270]	GO:0000428; GO:0003677; GO:0003896; GO:0008270; GO:1990077
A0A1F8CTR3	A0A1F8CTR3	unreviewed	A0A1F8CTR3_9BACT	DNA-formamidopyrimidine glycosylase	A2382_02740	Candidatus Woesebacteria bacterium RIFOXYB1_FULL_38_16	280	base-excision repair [GO:0006284]		class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; zinc ion binding [GO:0008270]	GO:0003684; GO:0006284; GO:0008270; GO:0008534; GO:0140078
C4WTL6	C4WTL6	unreviewed	C4WTL6_ACYPI	ACYPI27183 protein	ACYPI27183 103308295	Acyrthosiphon pisum (Pea aphid)	148			zinc ion binding [GO:0008270]	GO:0008270
A8YVM3	A8YVM3	unreviewed	A8YVM3_LACH4	DNA primase (EC 2.7.7.101)	dnaG lhv_1297	Lactobacillus helveticus (strain DPC 4571)	611		DNA-directed RNA polymerase complex [GO:0000428]; primosome complex [GO:1990077]	DNA binding [GO:0003677]; DNA primase activity [GO:0003896]; zinc ion binding [GO:0008270]	GO:0000428; GO:0003677; GO:0003896; GO:0008270; GO:1990077
C3XWY3	C3XWY3	unreviewed	C3XWY3_BRAFL	C2H2-type domain-containing protein	BRAFLDRAFT_71194	Branchiostoma floridae (Florida lancelet) (Amphioxus)	332	regulation of transcription by RNA polymerase II [GO:0006357]		DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]	GO:0000977; GO:0000981; GO:0006357
W9Y774	W9Y774	unreviewed	W9Y774_9EURO	Zinc finger GRF-type domain-containing protein	A1O1_05629	Capronia coronata CBS 617.96	336			zinc ion binding [GO:0008270]	GO:0008270
A0A1B7UI05	A0A1B7UI05	unreviewed	A0A1B7UI05_9GAMM	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg A5320_15915	Rheinheimera sp. SA_1	269	base-excision repair [GO:0006284]		class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; zinc ion binding [GO:0008270]	GO:0003684; GO:0006284; GO:0008270; GO:0008534; GO:0140078
C3YHQ1	C3YHQ1	unreviewed	C3YHQ1_BRAFL	C2H2-type domain-containing protein	BRAFLDRAFT_57764	Branchiostoma floridae (Florida lancelet) (Amphioxus)	481	regulation of transcription by RNA polymerase II [GO:0006357]		DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]	GO:0000977; GO:0000981; GO:0006357
